lat,lon,date,type
59.871825,30.331548,2018-03-25T11:34:20,car
59.871827,30.331749,2018-03-25T11:34:30,car
59.871829,30.331950,2018-03-25T11:34:40,car
59.871831,30.332150,2018-03-25T11:34:50,car
59.871833,30.332351,2018-03-25T11:35:00,car
59.871835,30.332552,2018-03-25T11:35:10,car
59.871836,30.332752,2018-03-25T11:35:20,car
59.871838,30.332953,2018-03-25T11:35:30,car
59.871840,30.333153,2018-03-25T11:35:40,car
59.871842,30.333354,2018-03-25T11:35:50,car
59.871844,30.333555,2018-03-25T11:36:00,car
59.871846,30.333755,2018-03-25T11:36:10,car
59.871848,30.333956,2018-03-25T11:36:20,car
59.871850,30.334156,2018-03-25T11:36:30,car
59.871851,30.334357,2018-03-25T11:36:40,car
59.871853,30.334558,2018-03-25T11:36:50,car
59.871855,30.334758,2018-03-25T11:37:00,car
59.871857,30.334959,2018-03-25T11:37:10,car
59.871859,30.335160,2018-03-25T11:37:20,car
59.871861,30.335360,2018-03-25T11:37:30,car
59.871863,30.335561,2018-03-25T11:37:40,car
59.871865,30.335762,2018-03-25T11:37:50,car
59.871866,30.335962,2018-03-25T11:38:00,car
59.871868,30.336163,2018-03-25T11:38:10,car
59.871870,30.336363,2018-03-25T11:38:20,car
59.871872,30.336564,2018-03-25T11:38:30,car
59.871876,30.336765,2018-03-25T11:38:40,car
59.871880,30.336966,2018-03-25T11:38:50,car
59.871884,30.337167,2018-03-25T11:39:00,car
59.871888,30.337368,2018-03-25T11:39:10,car
59.871892,30.337569,2018-03-25T11:39:20,car
59.871896,30.337770,2018-03-25T11:39:30,car
59.871900,30.337971,2018-03-25T11:39:40,car
59.871904,30.338172,2018-03-25T11:39:50,car
59.871908,30.338373,2018-03-25T11:40:00,car
59.871911,30.338574,2018-03-25T11:40:10,car
59.871915,30.338775,2018-03-25T11:40:20,car
59.871919,30.338976,2018-03-25T11:40:30,car
59.871923,30.339177,2018-03-25T11:40:40,car
59.871927,30.339378,2018-03-25T11:40:50,car
59.871931,30.339579,2018-03-25T11:41:00,car
59.871935,30.339780,2018-03-25T11:41:10,car
59.871939,30.339981,2018-03-25T11:41:20,car
59.871943,30.340182,2018-03-25T11:41:30,car
59.871947,30.340384,2018-03-25T11:41:40,car
59.871951,30.340585,2018-03-25T11:41:50,car
59.871955,30.340786,2018-03-25T11:42:00,car
59.871959,30.340987,2018-03-25T11:42:10,car
59.871963,30.341188,2018-03-25T11:42:20,car
59.871967,30.341389,2018-03-25T11:42:30,car
59.871971,30.341590,2018-03-25T11:42:40,car
59.871975,30.341791,2018-03-25T11:42:50,car
59.871979,30.341992,2018-03-25T11:43:00,car
59.871983,30.342193,2018-03-25T11:43:10,car
59.871986,30.342394,2018-03-25T11:43:20,car
59.871990,30.342595,2018-03-25T11:43:30,car
59.871994,30.342796,2018-03-25T11:43:40,car
59.871998,30.342997,2018-03-25T11:43:50,car
59.872002,30.343198,2018-03-25T11:44:00,car
59.872006,30.343399,2018-03-25T11:44:10,car
59.872010,30.343600,2018-03-25T11:44:20,car
59.872014,30.343801,2018-03-25T11:44:30,car
59.872018,30.344002,2018-03-25T11:44:40,car
59.872022,30.344203,2018-03-25T11:44:50,car
59.871836,30.344280,2018-03-25T11:45:00,car
59.871651,30.344357,2018-03-25T11:45:10,car
59.871465,30.344434,2018-03-25T11:45:20,car
59.871280,30.344511,2018-03-25T11:45:30,car
59.871094,30.344588,2018-03-25T11:45:40,car
59.870909,30.344665,2018-03-25T11:45:50,car
59.870723,30.344743,2018-03-25T11:46:00,car
59.870538,30.344820,2018-03-25T11:46:10,car
59.870352,30.344897,2018-03-25T11:46:20,car
59.870167,30.344974,2018-03-25T11:46:30,car
59.869981,30.345051,2018-03-25T11:46:40,car
59.869796,30.345128,2018-03-25T11:46:50,car
59.869610,30.345205,2018-03-25T11:47:00,car
59.869425,30.345282,2018-03-25T11:47:10,car
59.869239,30.345359,2018-03-25T11:47:20,car
59.869054,30.345436,2018-03-25T11:47:30,car
59.868868,30.345513,2018-03-25T11:47:40,car
59.868683,30.345590,2018-03-25T11:47:50,car
59.868497,30.345667,2018-03-25T11:48:00,car
59.868312,30.345744,2018-03-25T11:48:10,car
59.868126,30.345822,2018-03-25T11:48:20,car
59.867941,30.345899,2018-03-25T11:48:30,car
59.867755,30.345976,2018-03-25T11:48:40,car
59.867570,30.346053,2018-03-25T11:48:50,car
59.867384,30.346130,2018-03-25T11:49:00,car
59.867199,30.346207,2018-03-25T11:49:10,car
59.867013,30.346284,2018-03-25T11:49:20,car
59.867059,30.346485,2018-03-25T11:49:30,car
59.867104,30.346686,2018-03-25T11:49:40,car
59.867150,30.346888,2018-03-25T11:49:50,car
59.867196,30.347089,2018-03-25T11:50:00,car
59.867242,30.347290,2018-03-25T11:50:10,car
59.867288,30.347491,2018-03-25T11:50:20,car
59.867333,30.347692,2018-03-25T11:50:30,car
59.867379,30.347893,2018-03-25T11:50:40,car
59.867425,30.348095,2018-03-25T11:50:50,car
59.867470,30.348296,2018-03-25T11:51:00,car
59.867516,30.348497,2018-03-25T11:51:10,car
59.867562,30.348698,2018-03-25T11:51:20,car
59.867608,30.348899,2018-03-25T11:51:30,car
59.867654,30.349101,2018-03-25T11:51:40,car
59.867699,30.349302,2018-03-25T11:51:50,car
59.867745,30.349503,2018-03-25T11:52:00,car
59.868897,30.348186,2018-03-25T19:07:20,car
59.869100,30.348145,2018-03-25T19:07:30,car
59.869303,30.348105,2018-03-25T19:07:40,car
59.869505,30.348064,2018-03-25T19:07:50,car
59.869708,30.348023,2018-03-25T19:08:00,car
59.869911,30.347982,2018-03-25T19:08:10,car
59.870114,30.347942,2018-03-25T19:08:20,car
59.870317,30.347901,2018-03-25T19:08:30,car
59.870520,30.347860,2018-03-25T19:08:40,car
59.870722,30.347820,2018-03-25T19:08:50,car
59.870925,30.347779,2018-03-25T19:09:00,car
59.871128,30.347738,2018-03-25T19:09:10,car
59.871331,30.347698,2018-03-25T19:09:20,car
59.871534,30.347657,2018-03-25T19:09:30,car
59.871737,30.347616,2018-03-25T19:09:40,car
59.871939,30.347575,2018-03-25T19:09:50,car
59.872142,30.347535,2018-03-25T19:10:00,car
59.872345,30.347494,2018-03-25T19:10:10,car
59.872373,30.347698,2018-03-25T19:10:20,car
59.872400,30.347902,2018-03-25T19:10:30,car
59.872428,30.348106,2018-03-25T19:10:40,car
59.872456,30.348309,2018-03-25T19:10:50,car
59.872483,30.348513,2018-03-25T19:11:00,car
59.872511,30.348717,2018-03-25T19:11:10,car
59.872539,30.348921,2018-03-25T19:11:20,car
59.872566,30.349125,2018-03-25T19:11:30,car
59.872594,30.349329,2018-03-25T19:11:40,car
59.872622,30.349533,2018-03-25T19:11:50,car
59.872649,30.349736,2018-03-25T19:12:00,car
59.872677,30.349940,2018-03-25T19:12:10,car
59.872705,30.350144,2018-03-25T19:12:20,car
59.872732,30.350348,2018-03-25T19:12:30,car
59.872760,30.350552,2018-03-25T19:12:40,car
59.872788,30.350756,2018-03-25T19:12:50,car
59.872816,30.350960,2018-03-25T19:13:00,car
59.872843,30.351163,2018-03-25T19:13:10,car
59.872871,30.351367,2018-03-25T19:13:20,car
59.872899,30.351571,2018-03-25T19:13:30,car
59.872926,30.351775,2018-03-25T19:13:40,car
59.872954,30.351979,2018-03-25T19:13:50,car
59.872982,30.352183,2018-03-25T19:14:00,car
59.873009,30.352387,2018-03-25T19:14:10,car
59.873037,30.352590,2018-03-25T19:14:20,car
59.873065,30.352794,2018-03-25T19:14:30,car
59.873092,30.352998,2018-03-25T19:14:40,car
59.873120,30.353202,2018-03-25T19:14:50,car
59.872940,30.353291,2018-03-25T19:15:00,car
59.872760,30.353379,2018-03-25T19:15:10,car
59.872581,30.353468,2018-03-25T19:15:20,car
59.872401,30.353556,2018-03-25T19:15:30,car
59.872221,30.353645,2018-03-25T19:15:40,car
59.872042,30.353733,2018-03-25T19:15:50,car
59.871862,30.353822,2018-03-25T19:16:00,car
59.871682,30.353910,2018-03-25T19:16:10,car
59.871502,30.353999,2018-03-25T19:16:20,car
59.871322,30.354087,2018-03-25T19:16:30,car
59.871143,30.354176,2018-03-25T19:16:40,car
59.870963,30.354264,2018-03-25T19:16:50,car
59.870783,30.354353,2018-03-25T19:17:00,car
59.870604,30.354441,2018-03-25T19:17:10,car
59.870424,30.354530,2018-03-25T19:17:20,car
59.870244,30.354618,2018-03-25T19:17:30,car
59.870064,30.354707,2018-03-25T19:17:40,car
59.869884,30.354795,2018-03-25T19:17:50,car
59.869705,30.354884,2018-03-25T19:18:00,car
59.869525,30.354972,2018-03-25T19:18:10,car
59.869345,30.355061,2018-03-25T19:18:20,car
59.869166,30.355149,2018-03-25T19:18:30,car
59.868986,30.355238,2018-03-25T19:18:40,car
59.868806,30.355326,2018-03-25T19:18:50,car
59.868626,30.355415,2018-03-25T19:19:00,car
59.868446,30.355503,2018-03-25T19:19:10,car
59.868267,30.355592,2018-03-25T19:19:20,car
59.868087,30.355680,2018-03-25T19:19:30,car
59.867907,30.355769,2018-03-25T19:19:40,car
59.867728,30.355857,2018-03-25T19:19:50,car
59.867548,30.355946,2018-03-25T19:20:00,car
59.867368,30.356034,2018-03-25T19:20:10,car
59.867188,30.356123,2018-03-25T19:20:20,car
59.867008,30.356211,2018-03-25T19:20:30,car
59.866829,30.356300,2018-03-25T19:20:40,car
59.866649,30.356388,2018-03-25T19:20:50,car
59.866469,30.356477,2018-03-25T19:21:00,car
59.866290,30.356565,2018-03-25T19:21:10,car
59.866110,30.356654,2018-03-25T19:21:20,car
59.865930,30.356742,2018-03-25T19:21:30,car
59.865750,30.356831,2018-03-25T19:21:40,car
59.865570,30.356919,2018-03-25T19:21:50,car
59.865391,30.357008,2018-03-25T19:22:00,car
59.865211,30.357096,2018-03-25T19:22:10,car
59.865031,30.357185,2018-03-25T19:22:20,car
59.864852,30.357273,2018-03-25T19:22:30,car
59.864672,30.357362,2018-03-25T19:22:40,car
59.864492,30.357450,2018-03-25T19:22:50,car
59.864312,30.357539,2018-03-25T19:23:00,car
59.864132,30.357627,2018-03-25T19:23:10,car
59.863953,30.357716,2018-03-25T19:23:20,car
59.863773,30.357805,2018-03-25T19:23:30,car
59.863593,30.357893,2018-03-25T19:23:40,car
59.863414,30.357982,2018-03-25T19:23:50,car
59.863234,30.358070,2018-03-25T19:24:00,car
59.863054,30.358159,2018-03-25T19:24:10,car
59.862874,30.358247,2018-03-25T19:24:20,car
59.862694,30.358336,2018-03-25T19:24:30,car
59.862515,30.358424,2018-03-25T19:24:40,car
59.862335,30.358513,2018-03-25T19:24:50,car
59.862155,30.358601,2018-03-25T19:25:00,car
59.861975,30.358690,2018-03-25T19:25:10,car
59.861796,30.358778,2018-03-25T19:25:20,car
59.861616,30.358867,2018-03-25T19:25:30,car
59.861436,30.358955,2018-03-25T19:25:40,car
59.861256,30.359044,2018-03-25T19:25:50,car
59.861077,30.359132,2018-03-25T19:26:00,car
59.860897,30.359221,2018-03-25T19:26:10,car
59.860717,30.359309,2018-03-25T19:26:20,car
59.860537,30.359398,2018-03-25T19:26:30,car
59.860358,30.359486,2018-03-25T19:26:40,car
59.860178,30.359575,2018-03-25T19:26:50,car
59.859998,30.359663,2018-03-25T19:27:00,car
59.859818,30.359752,2018-03-25T19:27:10,car
59.859639,30.359840,2018-03-25T19:27:20,car
59.859459,30.359929,2018-03-25T19:27:30,car
59.859279,30.360017,2018-03-25T19:27:40,car
59.859099,30.360106,2018-03-25T19:27:50,car
59.858920,30.360194,2018-03-25T19:28:00,car
59.858740,30.360283,2018-03-25T19:28:10,car
59.858560,30.360371,2018-03-25T19:28:20,car
59.858380,30.360460,2018-03-25T19:28:30,car
59.858201,30.360548,2018-03-25T19:28:40,car
59.858021,30.360637,2018-03-25T19:28:50,car
59.857841,30.360725,2018-03-25T19:29:00,car
59.857661,30.360814,2018-03-25T19:29:10,car
59.857482,30.360902,2018-03-25T19:29:20,car
59.857302,30.360991,2018-03-25T19:29:30,car
59.857122,30.361079,2018-03-25T19:29:40,car
59.856942,30.361168,2018-03-25T19:29:50,car
59.856763,30.361256,2018-03-25T19:30:00,car
59.856583,30.361345,2018-03-25T19:30:10,car
59.856403,30.361433,2018-03-25T19:30:20,car
59.856223,30.361522,2018-03-25T19:30:30,car
59.856044,30.361610,2018-03-25T19:30:40,car
59.855864,30.361699,2018-03-25T19:30:50,car
59.855684,30.361787,2018-03-25T19:31:00,car
59.855504,30.361876,2018-03-25T19:31:10,car
59.855325,30.361964,2018-03-25T19:31:20,car
59.855145,30.362053,2018-03-25T19:31:30,car
59.854965,30.362141,2018-03-25T19:31:40,car
59.854785,30.362230,2018-03-25T19:31:50,car
59.854606,30.362318,2018-03-25T19:32:00,car
59.854426,30.362407,2018-03-25T19:32:10,car
59.854394,30.362201,2018-03-25T19:32:20,car
59.854362,30.361995,2018-03-25T19:32:30,car
59.854330,30.361790,2018-03-25T19:32:40,car
59.854298,30.361584,2018-03-25T19:32:50,car
59.854265,30.361378,2018-03-25T19:33:00,car
59.854233,30.361172,2018-03-25T19:33:10,car
59.854201,30.360966,2018-03-25T19:33:20,car
59.854169,30.360761,2018-03-25T19:33:30,car
59.854137,30.360555,2018-03-25T19:33:40,car
59.854105,30.360349,2018-03-25T19:33:50,car
59.853990,30.360156,2018-03-25T19:34:00,car
59.853875,30.359963,2018-03-25T19:34:10,car
59.853760,30.359769,2018-03-25T19:34:20,car
59.853645,30.359576,2018-03-25T19:34:30,car
59.853530,30.359383,2018-03-25T19:34:40,car
59.853415,30.359190,2018-03-25T19:34:50,car
59.853395,30.358990,2018-03-25T19:35:00,car
59.853376,30.358790,2018-03-25T19:35:10,car
59.853356,30.358590,2018-03-25T19:35:20,car
59.853336,30.358391,2018-03-25T19:35:30,car
59.853316,30.358191,2018-03-25T19:35:40,car
59.853297,30.357991,2018-03-25T19:35:50,car
59.853277,30.357791,2018-03-25T19:36:00,car
59.853257,30.357591,2018-03-25T19:36:10,car
59.853238,30.357391,2018-03-25T19:36:20,car
59.853218,30.357191,2018-03-25T19:36:30,car
59.853198,30.356992,2018-03-25T19:36:40,car
59.853178,30.356792,2018-03-25T19:36:50,car
59.853159,30.356592,2018-03-25T19:37:00,car
59.853139,30.356392,2018-03-25T19:37:10,car
59.853119,30.356192,2018-03-25T19:37:20,car
59.853100,30.355992,2018-03-25T19:37:30,car
59.853080,30.355792,2018-03-25T19:37:40,car
59.853060,30.355593,2018-03-25T19:37:50,car
59.853040,30.355393,2018-03-25T19:38:00,car
59.853021,30.355193,2018-03-25T19:38:10,car
59.853001,30.354993,2018-03-25T19:38:20,car
59.852981,30.354793,2018-03-25T19:38:30,car
59.852962,30.354593,2018-03-25T19:38:40,car
59.852942,30.354393,2018-03-25T19:38:50,car
59.852922,30.354194,2018-03-25T19:39:00,car
59.852902,30.353994,2018-03-25T19:39:10,car
59.852883,30.353794,2018-03-25T19:39:20,car
59.852863,30.353594,2018-03-25T19:39:30,car
59.852843,30.353394,2018-03-25T19:39:40,car
59.852824,30.353194,2018-03-25T19:39:50,car
59.852804,30.352994,2018-03-25T19:40:00,car
59.852784,30.352795,2018-03-25T19:40:10,car
59.852764,30.352595,2018-03-25T19:40:20,car
59.852745,30.352395,2018-03-25T19:40:30,car
59.852725,30.352195,2018-03-25T19:40:40,car
59.852721,30.351994,2018-03-25T19:40:50,car
59.852718,30.351793,2018-03-25T19:41:00,car
59.852714,30.351592,2018-03-25T19:41:10,car
59.852711,30.351392,2018-03-25T19:41:20,car
59.852707,30.351191,2018-03-25T19:41:30,car
59.852703,30.350990,2018-03-25T19:41:40,car
59.852700,30.350789,2018-03-25T19:41:50,car
59.852696,30.350588,2018-03-25T19:42:00,car
59.852693,30.350387,2018-03-25T19:42:10,car
59.852689,30.350186,2018-03-25T19:42:20,car
59.852685,30.349986,2018-03-25T19:42:30,car
59.852682,30.349785,2018-03-25T19:42:40,car
59.852678,30.349584,2018-03-25T19:42:50,car
59.852675,30.349383,2018-03-25T19:43:00,car
59.852671,30.349182,2018-03-25T19:43:10,car
59.852667,30.348981,2018-03-25T19:43:20,car
59.852664,30.348780,2018-03-25T19:43:30,car
59.852660,30.348579,2018-03-25T19:43:40,car
59.852657,30.348379,2018-03-25T19:43:50,car
59.852653,30.348178,2018-03-25T19:44:00,car
59.852649,30.347977,2018-03-25T19:44:10,car
59.852646,30.347776,2018-03-25T19:44:20,car
59.852642,30.347575,2018-03-25T19:44:30,car
59.852639,30.347374,2018-03-25T19:44:40,car
59.852635,30.347173,2018-03-25T19:44:50,car
59.852631,30.346973,2018-03-25T19:45:00,car
59.852628,30.346772,2018-03-25T19:45:10,car
59.852624,30.346571,2018-03-25T19:45:20,car
59.852621,30.346370,2018-03-25T19:45:30,car
59.852617,30.346169,2018-03-25T19:45:40,car
59.852613,30.345968,2018-03-25T19:45:50,car
59.852610,30.345767,2018-03-25T19:46:00,car
59.852606,30.345567,2018-03-25T19:46:10,car
59.852603,30.345366,2018-03-25T19:46:20,car
59.852599,30.345165,2018-03-25T19:46:30,car
59.852595,30.344964,2018-03-25T19:46:40,car
59.852592,30.344763,2018-03-25T19:46:50,car
59.852588,30.344562,2018-03-25T19:47:00,car
59.852585,30.344361,2018-03-25T19:47:10,car
59.852581,30.344161,2018-03-25T19:47:20,car
59.852578,30.343960,2018-03-25T19:47:30,car
59.852574,30.343759,2018-03-25T19:47:40,car
59.852570,30.343558,2018-03-25T19:47:50,car
59.852567,30.343357,2018-03-25T19:48:00,car
59.852563,30.343156,2018-03-25T19:48:10,car
59.852560,30.342955,2018-03-25T19:48:20,car
59.852556,30.342755,2018-03-25T19:48:30,car
59.852552,30.342554,2018-03-25T19:48:40,car
59.852549,30.342353,2018-03-25T19:48:50,car
59.852545,30.342152,2018-03-25T19:49:00,car
59.852542,30.341951,2018-03-25T19:49:10,car
59.852538,30.341750,2018-03-25T19:49:20,car
59.852534,30.341549,2018-03-25T19:49:30,car
59.852531,30.341348,2018-03-25T19:49:40,car
59.852527,30.341148,2018-03-25T19:49:50,car
59.852524,30.340947,2018-03-25T19:50:00,car
59.852520,30.340746,2018-03-25T19:50:10,car
59.852516,30.340545,2018-03-25T19:50:20,car
59.852513,30.340344,2018-03-25T19:50:30,car
59.852509,30.340143,2018-03-25T19:50:40,car
59.852506,30.339942,2018-03-25T19:50:50,car
59.852502,30.339742,2018-03-25T19:51:00,car
59.852498,30.339541,2018-03-25T19:51:10,car
59.852495,30.339340,2018-03-25T19:51:20,car
59.852491,30.339139,2018-03-25T19:51:30,car
59.852488,30.338938,2018-03-25T19:51:40,car
59.852484,30.338737,2018-03-25T19:51:50,car
59.852480,30.338536,2018-03-25T19:52:00,car
59.852477,30.338336,2018-03-25T19:52:10,car
59.852473,30.338135,2018-03-25T19:52:20,car
59.852470,30.337934,2018-03-25T19:52:30,car
59.852466,30.337733,2018-03-25T19:52:40,car
59.852263,30.337733,2018-03-25T19:52:50,car
59.852060,30.337734,2018-03-25T19:53:00,car
59.851858,30.337734,2018-03-25T19:53:10,car
59.851655,30.337735,2018-03-25T19:53:20,car
59.851452,30.337735,2018-03-25T19:53:30,car
59.851249,30.337736,2018-03-25T19:53:40,car
59.851046,30.337736,2018-03-25T19:53:50,car
59.850844,30.337737,2018-03-25T19:54:00,car
59.850641,30.337737,2018-03-25T19:54:10,car
59.850438,30.337738,2018-03-25T19:54:20,car
59.850235,30.337738,2018-03-25T19:54:30,car
59.850032,30.337739,2018-03-25T19:54:40,car
59.849830,30.337739,2018-03-25T19:54:50,car
59.849627,30.337740,2018-03-25T19:55:00,car
59.849424,30.337740,2018-03-25T19:55:10,car
59.849422,30.337538,2018-03-25T19:55:20,car
59.849419,30.337336,2018-03-25T19:55:30,car
59.849417,30.337134,2018-03-25T19:55:40,car
59.849414,30.336932,2018-03-25T19:55:50,car
59.849412,30.336730,2018-03-25T19:56:00,car
59.849410,30.336528,2018-03-25T19:56:10,car
59.849407,30.336327,2018-03-25T19:56:20,car
59.849405,30.336125,2018-03-25T19:56:30,car
59.849402,30.335923,2018-03-25T19:56:40,car
59.849400,30.335721,2018-03-25T19:56:50,car
59.849398,30.335519,2018-03-25T19:57:00,car
59.849395,30.335317,2018-03-25T19:57:10,car
59.849393,30.335115,2018-03-25T19:57:20,car
59.849390,30.334913,2018-03-25T19:57:30,car
59.849388,30.334711,2018-03-25T19:57:40,car
59.849386,30.334509,2018-03-25T19:57:50,car
59.849383,30.334307,2018-03-25T19:58:00,car
59.849381,30.334105,2018-03-25T19:58:10,car
59.849378,30.333903,2018-03-25T19:58:20,car
