lat,lon,date,type
59.948805,30.368425,2018-04-03T10:24:20,foot
59.948802,30.368627,2018-04-03T10:24:30,foot
59.948800,30.368829,2018-04-03T10:24:40,foot
59.948797,30.369030,2018-04-03T10:24:50,foot
59.948795,30.369232,2018-04-03T10:25:00,foot
59.948792,30.369434,2018-04-03T10:25:10,foot
59.948790,30.369636,2018-04-03T10:25:20,foot
59.948787,30.369837,2018-04-03T10:25:30,foot
59.948785,30.370039,2018-04-03T10:25:40,foot
59.948782,30.370241,2018-04-03T10:25:50,foot
59.948780,30.370443,2018-04-03T10:26:00,foot
59.948778,30.370644,2018-04-03T10:26:10,foot
59.948775,30.370846,2018-04-03T10:26:20,foot
59.948773,30.371048,2018-04-03T10:26:30,foot
59.948770,30.371249,2018-04-03T10:26:40,foot
59.948768,30.371451,2018-04-03T10:26:50,foot
59.948765,30.371653,2018-04-03T10:27:00,foot
59.948763,30.371855,2018-04-03T10:27:10,foot
59.948760,30.372056,2018-04-03T10:27:20,foot
59.948758,30.372258,2018-04-03T10:27:30,foot
59.948755,30.372460,2018-04-03T10:27:40,foot
59.948753,30.372662,2018-04-03T10:27:50,foot
59.948750,30.372863,2018-04-03T10:28:00,foot
59.948748,30.373065,2018-04-03T10:28:10,foot
59.948745,30.373267,2018-04-03T10:28:20,foot
59.948743,30.373468,2018-04-03T10:28:30,foot
59.948741,30.373670,2018-04-03T10:28:40,foot
59.948738,30.373872,2018-04-03T10:28:50,foot
59.948736,30.374074,2018-04-03T10:29:00,foot
59.948733,30.374275,2018-04-03T10:29:10,foot
59.948731,30.374477,2018-04-03T10:29:20,foot
59.948728,30.374679,2018-04-03T10:29:30,foot
59.948726,30.374881,2018-04-03T10:29:40,foot
59.948723,30.375082,2018-04-03T10:29:50,foot
59.948721,30.375284,2018-04-03T10:30:00,foot
59.948718,30.375486,2018-04-03T10:30:10,foot
59.948716,30.375688,2018-04-03T10:30:20,foot
59.948713,30.375889,2018-04-03T10:30:30,foot
59.948711,30.376091,2018-04-03T10:30:40,foot
59.948707,30.376391,2018-04-03T19:01:20,car
59.948707,30.376389,2018-04-03T19:01:30,car
59.948706,30.376389,2018-04-03T19:01:40,car
59.948706,30.376388,2018-04-03T19:01:50,car
59.948707,30.376391,2018-04-03T19:02:00,car
59.948708,30.376388,2018-04-03T19:02:10,car
59.948705,30.376388,2018-04-03T19:02:20,car
59.948714,30.376391,2018-04-03T19:02:30,car
59.948709,30.376395,2018-04-03T19:02:40,car
59.948713,30.376392,2018-04-03T19:02:50,car
59.948709,30.376387,2018-04-03T19:03:00,car
59.948712,30.376391,2018-04-03T19:03:10,car
59.948706,30.376392,2018-04-03T19:03:20,car
59.948710,30.376394,2018-04-03T19:03:30,car
59.948714,30.376388,2018-04-03T19:03:40,car
59.948706,30.376391,2018-04-03T19:03:50,car
59.948708,30.376390,2018-04-03T19:04:00,car
59.948713,30.376386,2018-04-03T19:04:10,car
59.948713,30.376394,2018-04-03T19:04:20,car
59.948708,30.376392,2018-04-03T19:04:30,car
59.948712,30.376387,2018-04-03T19:04:40,car
59.948711,30.376387,2018-04-03T19:04:50,car
59.948714,30.376393,2018-04-03T19:05:00,car
59.948709,30.376389,2018-04-03T19:05:10,car
59.948710,30.376388,2018-04-03T19:05:20,car
59.948708,30.376386,2018-04-03T19:05:30,car
59.948706,30.376389,2018-04-03T19:05:40,car
59.948708,30.376394,2018-04-03T19:05:50,car
59.948705,30.376388,2018-04-03T19:06:00,car
59.948710,30.376389,2018-04-03T19:06:10,car
59.948710,30.376391,2018-04-03T19:06:20,car
59.948708,30.376386,2018-04-03T19:06:30,car
59.948706,30.376393,2018-04-03T19:06:40,car
59.948708,30.376386,2018-04-03T19:06:50,car
59.948706,30.376390,2018-04-03T19:07:00,car
59.948710,30.376389,2018-04-03T19:07:10,car
59.948711,30.376386,2018-04-03T19:07:20,car
59.948712,30.376391,2018-04-03T19:07:30,car
59.948711,30.376387,2018-04-03T19:07:40,car
59.948705,30.376393,2018-04-03T19:07:50,car
59.948714,30.376393,2018-04-03T19:08:00,car
59.948707,30.376394,2018-04-03T19:08:10,car
59.948712,30.376394,2018-04-03T19:08:20,car
59.948713,30.376386,2018-04-03T19:08:30,car
59.948712,30.376389,2018-04-03T19:08:40,car
59.948713,30.376393,2018-04-03T19:08:50,car
59.948714,30.376393,2018-04-03T19:09:00,car
59.948707,30.376386,2018-04-03T19:09:10,car
59.948708,30.376389,2018-04-03T19:09:20,car
59.948711,30.376387,2018-04-03T19:09:30,car
59.948711,30.376386,2018-04-03T19:09:40,car
59.948705,30.376387,2018-04-03T19:09:50,car
59.948706,30.376392,2018-04-03T19:10:00,car
59.948706,30.376393,2018-04-03T19:10:10,car
59.948706,30.376387,2018-04-03T19:10:20,car
59.948707,30.376394,2018-04-03T19:10:30,car
59.948706,30.376387,2018-04-03T19:10:40,car
59.948714,30.376395,2018-04-03T19:10:50,car
59.948706,30.376393,2018-04-03T19:11:00,car
59.948708,30.376389,2018-04-03T19:11:10,car
59.948706,30.376391,2018-04-03T19:11:20,car
59.948706,30.376391,2018-04-03T19:11:30,car
59.948707,30.376392,2018-04-03T19:11:40,car
59.948705,30.376392,2018-04-03T19:11:50,car
59.948707,30.376395,2018-04-03T19:12:00,car
59.948714,30.376394,2018-04-03T19:12:10,car
59.948705,30.376389,2018-04-03T19:12:20,car
59.948705,30.376391,2018-04-03T19:12:30,car
59.948709,30.376393,2018-04-03T19:12:40,car
59.948708,30.376390,2018-04-03T19:12:50,car
59.948714,30.376392,2018-04-03T19:13:00,car
59.948713,30.376390,2018-04-03T19:13:10,car
59.948713,30.376387,2018-04-03T19:13:20,car
59.948706,30.376386,2018-04-03T19:13:30,car
59.948707,30.376393,2018-04-03T19:13:40,car
59.948713,30.376393,2018-04-03T19:13:50,car
59.948711,30.376395,2018-04-03T19:14:00,car
59.948706,30.376391,2018-04-03T19:14:10,car
59.948713,30.376390,2018-04-03T19:14:20,car
59.948713,30.376390,2018-04-03T19:14:30,car
59.948707,30.376395,2018-04-03T19:14:40,car
59.948709,30.376390,2018-04-03T19:14:50,car
59.948712,30.376393,2018-04-03T19:15:00,car
59.948707,30.376387,2018-04-03T19:15:10,car
59.948705,30.376386,2018-04-03T19:15:20,car
59.948713,30.376393,2018-04-03T19:15:30,car
59.948711,30.376395,2018-04-03T19:15:40,car
59.948707,30.376386,2018-04-03T19:15:50,car
59.948707,30.376390,2018-04-03T19:16:00,car
59.948709,30.376391,2018-04-03T19:16:10,car
59.948708,30.376391,2018-04-03T19:16:20,car
59.948709,30.376390,2018-04-03T19:16:30,car
59.948713,30.376390,2018-04-03T19:16:40,car
59.948711,30.376393,2018-04-03T19:16:50,car
59.948705,30.376393,2018-04-03T19:17:00,car
59.948713,30.376395,2018-04-03T19:17:10,car
59.948713,30.376394,2018-04-03T19:17:20,car
59.948709,30.376392,2018-04-03T19:17:30,car
59.948708,30.376392,2018-04-03T19:17:40,car
59.948712,30.376394,2018-04-03T19:17:50,car
59.948709,30.376394,2018-04-03T19:18:00,car
59.948706,30.376395,2018-04-03T19:18:10,car
59.948705,30.376390,2018-04-03T19:18:20,car
59.948714,30.376394,2018-04-03T19:18:30,car
59.948708,30.376392,2018-04-03T19:18:40,car
59.948712,30.376390,2018-04-03T19:18:50,car
59.948707,30.376389,2018-04-03T19:19:00,car
59.948708,30.376386,2018-04-03T19:19:10,car
59.948710,30.376387,2018-04-03T19:19:20,car
59.948706,30.376387,2018-04-03T19:19:30,car
59.948706,30.376390,2018-04-03T19:19:40,car
59.948710,30.376395,2018-04-03T19:19:50,car
59.948714,30.376391,2018-04-03T19:20:00,car
59.948705,30.376393,2018-04-03T19:20:10,car
59.948712,30.376389,2018-04-03T19:20:20,car
59.948705,30.376389,2018-04-03T19:20:30,car
59.948710,30.376387,2018-04-03T19:20:40,car
59.948706,30.376395,2018-04-03T19:20:50,car
59.948707,30.376393,2018-04-03T19:21:00,car
59.948705,30.376395,2018-04-03T19:21:10,car
59.948705,30.376393,2018-04-03T19:21:20,car
59.948708,30.376389,2018-04-03T19:21:30,car
59.948706,30.376386,2018-04-03T19:21:40,car
59.948706,30.376392,2018-04-03T19:21:50,car
59.948706,30.376392,2018-04-03T19:22:00,car
59.948713,30.376389,2018-04-03T19:22:10,car
59.948713,30.376394,2018-04-03T19:22:20,car
59.948711,30.376391,2018-04-03T19:22:30,car
59.948714,30.376391,2018-04-03T19:22:40,car
59.948713,30.376388,2018-04-03T19:22:50,car
59.948710,30.376395,2018-04-03T19:23:00,car
59.948705,30.376387,2018-04-03T19:23:10,car
59.948713,30.376395,2018-04-03T19:23:20,car
59.948714,30.376395,2018-04-03T19:23:30,car
59.948713,30.376390,2018-04-03T19:23:40,car
59.948711,30.376386,2018-04-03T19:23:50,car
59.948710,30.376390,2018-04-03T19:24:00,car
59.948709,30.376393,2018-04-03T19:24:10,car
59.948705,30.376386,2018-04-03T19:24:20,car
59.948702,30.376588,2018-04-03T19:24:30,car
59.948700,30.376789,2018-04-03T19:24:40,car
59.948697,30.376991,2018-04-03T19:24:50,car
59.948694,30.377192,2018-04-03T19:25:00,car
59.948691,30.377394,2018-04-03T19:25:10,car
59.948689,30.377595,2018-04-03T19:25:20,car
59.948686,30.377797,2018-04-03T19:25:30,car
59.948683,30.377999,2018-04-03T19:25:40,car
59.948680,30.378200,2018-04-03T19:25:50,car
59.948678,30.378402,2018-04-03T19:26:00,car
59.948675,30.378603,2018-04-03T19:26:10,car
59.948672,30.378805,2018-04-03T19:26:20,car
59.948669,30.379006,2018-04-03T19:26:30,car
59.948667,30.379208,2018-04-03T19:26:40,car
59.948664,30.379410,2018-04-03T19:26:50,car
59.948661,30.379611,2018-04-03T19:27:00,car
59.948658,30.379813,2018-04-03T19:27:10,car
59.948656,30.380014,2018-04-03T19:27:20,car
59.948653,30.380216,2018-04-03T19:27:30,car
59.948650,30.380417,2018-04-03T19:27:40,car
59.948647,30.380619,2018-04-03T19:27:50,car
59.948645,30.380821,2018-04-03T19:28:00,car
59.948642,30.381022,2018-04-03T19:28:10,car
59.948639,30.381224,2018-04-03T19:28:20,car
59.948636,30.381425,2018-04-03T19:28:30,car
59.948634,30.381627,2018-04-03T19:28:40,car
59.948631,30.381828,2018-04-03T19:28:50,car
59.948628,30.382030,2018-04-03T19:29:00,car
59.948625,30.382232,2018-04-03T19:29:10,car
59.948623,30.382433,2018-04-03T19:29:20,car
59.948620,30.382635,2018-04-03T19:29:30,car
59.948617,30.382836,2018-04-03T19:29:40,car
59.948614,30.383038,2018-04-03T19:29:50,car
59.948612,30.383239,2018-04-03T19:30:00,car
59.948609,30.383441,2018-04-03T19:30:10,car
59.948606,30.383643,2018-04-03T19:30:20,car
59.948604,30.383844,2018-04-03T19:30:30,car
59.948601,30.384046,2018-04-03T19:30:40,car
59.948598,30.384247,2018-04-03T19:30:50,car
59.948595,30.384449,2018-04-03T19:31:00,car
59.948593,30.384650,2018-04-03T19:31:10,car
59.948590,30.384852,2018-04-03T19:31:20,car
59.948587,30.385054,2018-04-03T19:31:30,car
59.948584,30.385255,2018-04-03T19:31:40,car
59.948582,30.385457,2018-04-03T19:31:50,car
59.948579,30.385658,2018-04-03T19:32:00,car
59.948576,30.385860,2018-04-03T19:32:10,car
59.948573,30.386061,2018-04-03T19:32:20,car
59.948571,30.386263,2018-04-03T19:32:30,car
59.948568,30.386465,2018-04-03T19:32:40,car
59.948565,30.386666,2018-04-03T19:32:50,car
59.948562,30.386868,2018-04-03T19:33:00,car
59.948560,30.387069,2018-04-03T19:33:10,car
59.948557,30.387271,2018-04-03T19:33:20,car
59.948554,30.387472,2018-04-03T19:33:30,car
59.948551,30.387674,2018-04-03T19:33:40,car
59.948549,30.387876,2018-04-03T19:33:50,car
59.948546,30.388077,2018-04-03T19:34:00,car
59.948543,30.388279,2018-04-03T19:34:10,car
59.948540,30.388480,2018-04-03T19:34:20,car
59.948538,30.388682,2018-04-03T19:34:30,car
59.948535,30.388883,2018-04-03T19:34:40,car
59.948532,30.389085,2018-04-03T19:34:50,car
59.948529,30.389287,2018-04-03T19:35:00,car
59.948527,30.389488,2018-04-03T19:35:10,car
59.948524,30.389690,2018-04-03T19:35:20,car
59.948521,30.389891,2018-04-03T19:35:30,car
59.948518,30.390093,2018-04-03T19:35:40,car
59.948516,30.390294,2018-04-03T19:35:50,car
59.948513,30.390496,2018-04-03T19:36:00,car
59.948308,30.390486,2018-04-03T19:36:10,car
59.948103,30.390476,2018-04-03T19:36:20,car
59.947898,30.390466,2018-04-03T19:36:30,car
59.947693,30.390456,2018-04-03T19:36:40,car
59.947489,30.390447,2018-04-03T19:36:50,car
59.947284,30.390437,2018-04-03T19:37:00,car
59.947079,30.390427,2018-04-03T19:37:10,car
59.946874,30.390417,2018-04-03T19:37:20,car
59.946698,30.390217,2018-04-03T19:37:30,car
59.946523,30.390016,2018-04-03T19:37:40,car
59.946282,30.389958,2018-04-03T19:37:50,car
59.946168,30.389765,2018-04-03T19:38:00,car
59.946055,30.389573,2018-04-03T19:38:10,car
59.945941,30.389380,2018-04-03T19:38:20,car
59.945852,30.389201,2018-04-03T19:38:30,car
59.945763,30.389022,2018-04-03T19:38:40,car
59.945674,30.388842,2018-04-03T19:38:50,car
59.945585,30.388663,2018-04-03T19:39:00,car
59.945496,30.388484,2018-04-03T19:39:10,car
59.945407,30.388305,2018-04-03T19:39:20,car
59.945318,30.388126,2018-04-03T19:39:30,car
59.945229,30.387946,2018-04-03T19:39:40,car
59.945140,30.387767,2018-04-03T19:39:50,car
59.945051,30.387588,2018-04-03T19:40:00,car
59.944962,30.387409,2018-04-03T19:40:10,car
59.944873,30.387230,2018-04-03T19:40:20,car
59.944784,30.387050,2018-04-03T19:40:30,car
59.944695,30.386871,2018-04-03T19:40:40,car
59.944606,30.386692,2018-04-03T19:40:50,car
59.944517,30.386513,2018-04-03T19:41:00,car
59.944428,30.386334,2018-04-03T19:41:10,car
59.944339,30.386154,2018-04-03T19:41:20,car
59.944250,30.385975,2018-04-03T19:41:30,car
59.944161,30.385796,2018-04-03T19:41:40,car
59.944072,30.385617,2018-04-03T19:41:50,car
59.943983,30.385438,2018-04-03T19:42:00,car
59.943894,30.385258,2018-04-03T19:42:10,car
59.943805,30.385079,2018-04-03T19:42:20,car
59.943716,30.384900,2018-04-03T19:42:30,car
59.943627,30.384721,2018-04-03T19:42:40,car
59.943538,30.384541,2018-04-03T19:42:50,car
59.943449,30.384362,2018-04-03T19:43:00,car
59.943360,30.384183,2018-04-03T19:43:10,car
59.943271,30.384004,2018-04-03T19:43:20,car
59.943182,30.383825,2018-04-03T19:43:30,car
59.943093,30.383645,2018-04-03T19:43:40,car
59.943004,30.383466,2018-04-03T19:43:50,car
59.942915,30.383287,2018-04-03T19:44:00,car
59.942826,30.383108,2018-04-03T19:44:10,car
59.942737,30.382929,2018-04-03T19:44:20,car
59.942648,30.382749,2018-04-03T19:44:30,car
59.942559,30.382570,2018-04-03T19:44:40,car
59.942470,30.382391,2018-04-03T19:44:50,car
59.942381,30.382212,2018-04-03T19:45:00,car
59.942292,30.382033,2018-04-03T19:45:10,car
59.942203,30.381853,2018-04-03T19:45:20,car
59.942114,30.381674,2018-04-03T19:45:30,car
59.942025,30.381495,2018-04-03T19:45:40,car
59.941936,30.381316,2018-04-03T19:45:50,car
59.941847,30.381137,2018-04-03T19:46:00,car
59.941758,30.380957,2018-04-03T19:46:10,car
59.941669,30.380778,2018-04-03T19:46:20,car
59.941580,30.380599,2018-04-03T19:46:30,car
59.941482,30.380422,2018-04-03T19:46:40,car
59.941384,30.380245,2018-04-03T19:46:50,car
59.941286,30.380069,2018-04-03T19:47:00,car
59.941188,30.379892,2018-04-03T19:47:10,car
59.941090,30.379715,2018-04-03T19:47:20,car
59.940992,30.379538,2018-04-03T19:47:30,car
59.940894,30.379361,2018-04-03T19:47:40,car
59.940796,30.379184,2018-04-03T19:47:50,car
59.940698,30.379008,2018-04-03T19:48:00,car
59.940600,30.378831,2018-04-03T19:48:10,car
59.940502,30.378654,2018-04-03T19:48:20,car
59.940404,30.378477,2018-04-03T19:48:30,car
59.940306,30.378300,2018-04-03T19:48:40,car
59.940208,30.378123,2018-04-03T19:48:50,car
59.940109,30.377947,2018-04-03T19:49:00,car
59.940011,30.377770,2018-04-03T19:49:10,car
59.939913,30.377593,2018-04-03T19:49:20,car
59.939815,30.377416,2018-04-03T19:49:30,car
59.939717,30.377239,2018-04-03T19:49:40,car
59.939619,30.377062,2018-04-03T19:49:50,car
59.939521,30.376886,2018-04-03T19:50:00,car
59.939423,30.376709,2018-04-03T19:50:10,car
59.939325,30.376532,2018-04-03T19:50:20,car
59.939227,30.376355,2018-04-03T19:50:30,car
59.939129,30.376178,2018-04-03T19:50:40,car
59.939031,30.376001,2018-04-03T19:50:50,car
59.938933,30.375825,2018-04-03T19:51:00,car
59.938835,30.375648,2018-04-03T19:51:10,car
59.938737,30.375471,2018-04-03T19:51:20,car
59.938607,30.375296,2018-04-03T19:51:30,car
59.938478,30.375120,2018-04-03T19:51:40,car
59.938348,30.374945,2018-04-03T19:51:50,car
59.938218,30.374769,2018-04-03T19:52:00,car
59.938088,30.374593,2018-04-03T19:52:10,car
59.937959,30.374418,2018-04-03T19:52:20,car
59.937829,30.374243,2018-04-03T19:52:30,car
59.937699,30.374067,2018-04-03T19:52:40,car
59.937565,30.373917,2018-04-03T19:52:50,car
59.937431,30.373768,2018-04-03T19:53:00,car
59.937297,30.373618,2018-04-03T19:53:10,car
59.937163,30.373469,2018-04-03T19:53:20,car
59.937029,30.373319,2018-04-03T19:53:30,car
59.936895,30.373169,2018-04-03T19:53:40,car
59.936762,30.373020,2018-04-03T19:53:50,car
59.936628,30.372870,2018-04-03T19:54:00,car
59.936494,30.372721,2018-04-03T19:54:10,car
59.936360,30.372571,2018-04-03T19:54:20,car
59.936226,30.372421,2018-04-03T19:54:30,car
59.936092,30.372272,2018-04-03T19:54:40,car
59.935958,30.372122,2018-04-03T19:54:50,car
59.935824,30.371973,2018-04-03T19:55:00,car
59.935690,30.371823,2018-04-03T19:55:10,car
59.935556,30.371673,2018-04-03T19:55:20,car
59.935422,30.371524,2018-04-03T19:55:30,car
59.935288,30.371374,2018-04-03T19:55:40,car
59.935155,30.371225,2018-04-03T19:55:50,car
59.935021,30.371075,2018-04-03T19:56:00,car
59.934887,30.370926,2018-04-03T19:56:10,car
59.934753,30.370776,2018-04-03T19:56:20,car
59.934619,30.370626,2018-04-03T19:56:30,car
59.934485,30.370477,2018-04-03T19:56:40,car
59.934351,30.370327,2018-04-03T19:56:50,car
59.934217,30.370178,2018-04-03T19:57:00,car
59.934083,30.370028,2018-04-03T19:57:10,car
59.933949,30.369878,2018-04-03T19:57:20,car
59.933815,30.369729,2018-04-03T19:57:30,car
59.933681,30.369579,2018-04-03T19:57:40,car
59.933548,30.369430,2018-04-03T19:57:50,car
59.933414,30.369280,2018-04-03T19:58:00,car
59.933280,30.369130,2018-04-03T19:58:10,car
59.933146,30.368981,2018-04-03T19:58:20,car
59.933012,30.368831,2018-04-03T19:58:30,car
59.932878,30.368682,2018-04-03T19:58:40,car
59.932744,30.368532,2018-04-03T19:58:50,car
59.932617,30.368368,2018-04-03T19:59:00,car
59.932491,30.368204,2018-04-03T19:59:10,car
59.932364,30.368039,2018-04-03T19:59:20,car
59.932237,30.367875,2018-04-03T19:59:30,car
59.932110,30.367711,2018-04-03T19:59:40,car
59.931984,30.367547,2018-04-03T19:59:50,car
59.931857,30.367383,2018-04-03T20:00:00,car
59.931730,30.367218,2018-04-03T20:00:10,car
59.931603,30.367054,2018-04-03T20:00:20,car
59.931476,30.366890,2018-04-03T20:00:30,car
59.931350,30.366726,2018-04-03T20:00:40,car
59.931223,30.366562,2018-04-03T20:00:50,car
59.931096,30.366398,2018-04-03T20:01:00,car
59.930969,30.366233,2018-04-03T20:01:10,car
59.930843,30.366069,2018-04-03T20:01:20,car
59.930716,30.365905,2018-04-03T20:01:30,car
59.930646,30.365659,2018-04-03T20:01:40,car
59.930577,30.365414,2018-04-03T20:01:50,car
59.930507,30.365168,2018-04-03T20:02:00,car
59.930534,30.364962,2018-04-03T20:02:10,car
59.930561,30.364755,2018-04-03T20:02:20,car
59.930588,30.364549,2018-04-03T20:02:30,car
59.930615,30.364343,2018-04-03T20:02:40,car
59.930641,30.364136,2018-04-03T20:02:50,car
59.930668,30.363930,2018-04-03T20:03:00,car
59.930695,30.363724,2018-04-03T20:03:10,car
59.930722,30.363517,2018-04-03T20:03:20,car
59.930749,30.363311,2018-04-03T20:03:30,car
59.930799,30.363113,2018-04-03T20:03:40,car
59.930849,30.362915,2018-04-03T20:03:50,car
59.930898,30.362718,2018-04-03T20:04:00,car
59.930948,30.362520,2018-04-03T20:04:10,car
59.930998,30.362322,2018-04-03T20:04:20,car
59.931048,30.362124,2018-04-03T20:04:30,car
59.931066,30.361902,2018-04-03T20:04:40,car
59.931085,30.361680,2018-04-03T20:04:50,car
59.931103,30.361458,2018-04-03T20:05:00,car
59.931121,30.361235,2018-04-03T20:05:10,car
59.931140,30.361013,2018-04-03T20:05:20,car
59.931158,30.360791,2018-04-03T20:05:30,car
59.931183,30.360529,2018-04-03T20:05:40,car
59.931208,30.360267,2018-04-03T20:05:50,car
59.933792,30.437145,2018-04-06T19:22:30,foot
59.933755,30.436948,2018-04-06T19:22:40,foot
59.933717,30.436750,2018-04-06T19:22:50,foot
59.933680,30.436553,2018-04-06T19:23:00,foot
59.933643,30.436356,2018-04-06T19:23:10,foot
59.933605,30.436158,2018-04-06T19:23:20,foot
59.933568,30.435961,2018-04-06T19:23:30,foot
59.933530,30.435764,2018-04-06T19:23:40,foot
59.933493,30.435566,2018-04-06T19:23:50,foot
59.933456,30.435369,2018-04-06T19:24:00,foot
59.933418,30.435171,2018-04-06T19:24:10,foot
59.933381,30.434974,2018-04-06T19:24:20,foot
59.933344,30.434777,2018-04-06T19:24:30,foot
59.933306,30.434579,2018-04-06T19:24:40,foot
59.933269,30.434382,2018-04-06T19:24:50,foot
59.933231,30.434185,2018-04-06T19:25:00,foot
59.933194,30.433987,2018-04-06T19:25:10,foot
59.933157,30.433790,2018-04-06T19:25:20,foot
59.933119,30.433593,2018-04-06T19:25:30,foot
59.933082,30.433395,2018-04-06T19:25:40,foot
59.933045,30.433198,2018-04-06T19:25:50,foot
59.933007,30.433001,2018-04-06T19:26:00,foot
59.932970,30.432803,2018-04-06T19:26:10,foot
59.932933,30.432606,2018-04-06T19:26:20,foot
59.932895,30.432409,2018-04-06T19:26:30,foot
59.932858,30.432211,2018-04-06T19:26:40,foot
59.932820,30.432014,2018-04-06T19:26:50,foot
59.932783,30.431816,2018-04-06T19:27:00,foot
59.932746,30.431619,2018-04-06T19:27:10,foot
59.932708,30.431422,2018-04-06T19:27:20,foot
59.932671,30.431224,2018-04-06T19:27:30,foot
59.932634,30.431027,2018-04-06T19:27:40,foot
59.932596,30.430830,2018-04-06T19:27:50,foot
59.932559,30.430632,2018-04-06T19:28:00,foot
59.932521,30.430435,2018-04-06T19:28:10,foot
59.932484,30.430238,2018-04-06T19:28:20,foot
59.932447,30.430040,2018-04-06T19:28:30,foot
59.932409,30.429843,2018-04-06T19:28:40,foot
59.932372,30.429646,2018-04-06T19:28:50,foot
59.932335,30.429448,2018-04-06T19:29:00,foot
59.932297,30.429251,2018-04-06T19:29:10,foot
59.932260,30.429054,2018-04-06T19:29:20,foot
59.932223,30.428856,2018-04-06T19:29:30,foot
59.932185,30.428659,2018-04-06T19:29:40,foot
59.932148,30.428462,2018-04-06T19:29:50,foot
59.932110,30.428264,2018-04-06T19:30:00,foot
59.932073,30.428067,2018-04-06T19:30:10,foot
59.932036,30.427869,2018-04-06T19:30:20,foot
59.931998,30.427672,2018-04-06T19:30:30,foot
59.931961,30.427475,2018-04-06T19:30:40,foot
59.931924,30.427277,2018-04-06T19:30:50,foot
59.931886,30.427080,2018-04-06T19:31:00,foot
59.931849,30.426883,2018-04-06T19:31:10,foot
59.931811,30.426685,2018-04-06T19:31:20,foot
59.931774,30.426488,2018-04-06T19:31:30,foot
59.931737,30.426291,2018-04-06T19:31:40,foot
59.931699,30.426093,2018-04-06T19:31:50,foot
59.931662,30.425896,2018-04-06T19:32:00,foot
59.931625,30.425699,2018-04-06T19:32:10,foot
59.931587,30.425501,2018-04-06T19:32:20,foot
